ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"110.42.246.153","elite","AS45090","CN","China Internet Network Information Center","199","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","4283","1","2023-12-12T07:30:50.617Z","28","1443","5191"
"192.252.215.5","elite","AS46562","US","Performive LLC","183","Performive LLC","16137","socks4","2986","1","2023-12-12T07:30:50.616Z","99","5012","5083"
"101.108.232.195","elite","AS23969","TH","TOT Public Company Limited","192","TOT Public Company Limited","4145","socks4","2305","1","2023-12-12T07:30:50.617Z","49","2461","5011"
"103.86.1.2","elite","AS136371","IN","Airwir Technologies Private Limited","191","Airwir Technologies Private Limited","4145","socks4","2700","1","2023-12-12T07:30:50.615Z","100","5163","5167"
"185.202.7.161","elite","AS42871","AT","Michael Gamsjaeger Network","38","N/A","1455","socks4","3594","1","2023-12-12T07:30:50.713Z","76","3924","5146"
"124.109.22.174","elite","AS38527","ID","PT. JAWA POS NATIONAL NETWORK MEDIALINK","192","N/A","5678","socks4","4893","1","2023-12-12T07:30:50.823Z","92","4788","5186"
"124.227.14.147","elite","AS4134","CN","Chinanet","298","Chinanet GX","7302","socks5","4295","1","2023-12-12T07:30:50.699Z","83","4343","5205"
"172.87.152.122","elite","AS11427","US","Spectrum","120","Laredo Executive INN","39593","socks4","3712","1","2023-12-12T07:30:50.700Z","99","5164","5190"
"182.160.102.149","elite","AS24323","BD","Aamra Networks Limited","186","N/A","3128","socks5","3695","1","2023-12-12T07:30:50.615Z","99","5060","5097"
"165.225.206.248","elite","AS62044","PL","Zscaler Switzerland GmbH","88","Zscaler, Inc.","10007","http","180","4199","2023-12-12T07:30:47.518Z","100","1","1"
"110.76.155.145","elite","AS45752","TH","Provincial Waterworks Authority","183","Provincial Waterworks Authority","14153","socks4","4510","1","2023-12-12T07:30:47.517Z","99","5051","5126"
"190.205.32.70","elite","AS8048","VE","CANTV Servicios, Venezuela","188","CANTV Servicios, Venezuela","999","socks4","2192","81","2023-12-12T07:30:47.515Z","95","4848","5129"
"5.161.42.131","elite","AS213230","US","Hetzner Online GmbH","81","HETZNER-DC","97","socks5","4907","1","2023-12-12T07:30:47.613Z","13","658","5180"
"201.158.10.64","elite","AS61936","BR","VIATEC TELECOMUNICAÇÕES EIRELI","297","VIATEC TELECOMUNICAÇÕES LTDA","5678","socks4","5090","1","2023-12-12T07:30:47.428Z","93","4772","5138"
"85.116.120.106","elite","AS12389","RU","JSC \"Uralsvyazinform\" Chelyabinsk","185","N/A","3629","socks4","343","1","2023-12-12T07:30:44.222Z","79","4085","5150"
"138.197.208.93","elite","AS14061","US","DigitalOcean, LLC","155","Digital Ocean","8080","socks4","5200","1","2023-12-12T07:30:44.226Z","100","5187","5211"
"91.216.254.14","elite","AS212918","ES","Clicktel SL","97","Clicktel SL","55555","socks4","1103","1","2023-12-12T07:30:44.223Z","96","4925","5151"
"83.142.161.30","elite","AS8369","RU","Intersvyaz-2 JSC","69","Intersvyaz-2 JSC","80","socks4","4209","1","2023-12-12T07:30:44.324Z","100","5187","5190"
"38.127.179.26","elite","AS174","US","Cogent Communications","88","Torlandia Trading SRL","42908","socks4","5000","1","2023-12-12T07:30:44.325Z","100","5123","5136"
"103.19.10.245","elite","AS55561","NZ","2talk Limited","282","2talk Limited","4153","socks4","4399","1","2023-12-12T07:30:40.216Z","99","5151","5194"
"124.105.29.181","elite","AS9299","PH","Philippine Long Distance Telephone Co.","203","Philstocks Financial, Inc.","13629","socks4","1597","1","2023-12-12T07:30:40.117Z","98","5019","5144"
"85.172.60.202","elite","AS25490","RU","Southen Telecommunication Maintainer","75","OJSC Rostelecom Macroregional Branch South","1181","socks4","2195","1","2023-12-12T07:30:40.219Z","93","4843","5216"
"37.54.134.7","elite","AS6849","UA","UKRTELECOM","51","JSC Ukrtelecom","5678","socks4","4510","1","2023-12-12T07:30:40.204Z","36","1900","5215"
"149.20.253.52","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","111","1","2023-12-12T07:30:40.418Z","100","5252","5260"
"104.129.205.94","elite","AS22616","US","ZSCALER, INC.","95","Zscaler, Inc.","54321","socks5","4683","1","2023-12-12T07:30:40.215Z","94","4868","5190"
"103.214.112.238","elite","AS136052","ID","PT Cloud Hosting Indonesia","299","PT Denbe Anugerah Solusindo","32323","socks5","2502","1","2023-12-12T07:30:40.118Z","95","4755","5005"
"197.232.36.85","elite","AS36866","KE","Jamii Telecommunications Limited","193","Faiba Enterprise","5678","socks4","4797","1","2023-12-12T07:30:37.019Z","99","5148","5216"
"116.58.232.105","elite","AS131090","TH","CAT-BB","281","N/A","4145","socks4","5104","1","2023-12-12T07:30:36.725Z","63","3141","4997"
"178.128.92.83","elite","AS14061","SG","DigitalOcean, LLC","200","Digitalocean","20241","socks4","810","1","2023-12-12T07:30:36.810Z","100","5102","5110"
"124.120.106.86","elite","AS17552","TH","TRUEBB","197","N/A","5678","socks4","3190","1","2023-12-12T07:30:36.915Z","80","4101","5140"
"171.100.23.244","elite","AS17552","TH","True Internet Corporation CO. Ltd.","204","Truenet CM","5678","socks4","188","1","2023-12-12T07:30:36.727Z","64","3279","5094"
"62.122.205.135","elite","AS49125","UA","Uteam LTD","42","Uteam LTD","3629","socks4","3111","1","2023-12-12T07:30:33.521Z","71","3668","5197"
"172.67.14.237","elite","AS13335","CA","Cloudflare, Inc.","85","Cloudflare, Inc.","80","socks4","4111","1","2023-12-12T07:30:33.429Z","100","5147","5150"
"45.226.1.1","elite","AS266987","BR","Web - Link Telecomunicações e Engenharia","290","Web - Link Telecomunicações e Engenharia","4153","socks4","4988","1","2023-12-12T07:30:33.516Z","99","5200","5229"
"89.39.100.173","elite","AS8926","MD","Moldtelecom SA","99","JSC Moldtelecom S.A.","31041","socks5","5194","86","2023-12-12T07:30:33.513Z","100","5132","5147"
"202.137.141.183","elite","AS9873","LA","Lao Telecommunication Co Ltd","288","Laotelecom","5678","socks4","1283","1","2023-12-12T07:30:33.512Z","96","4950","5135"
"129.226.92.230","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","381","Aceville Pte.ltd","443","socks4","3801","1","2023-12-12T07:30:33.518Z","94","4821","5105"
"107.173.84.231","elite","AS36352","US","ColoCrossing","183","RackNerd LLC","32124","socks4","300","84","2023-12-12T07:30:30.023Z","99","5143","5199"
"51.178.25.239","elite","AS16276","FR","OVH SAS","6","OVH","9050","socks4","5410","1","2023-12-12T07:30:30.214Z","100","5077","5077"
"151.84.98.89","elite","AS1267","IT","INFOSTRADA","43","WIND Telecomunicazioni S.p.A","4153","socks4","208","1","2023-12-12T07:30:30.298Z","99","5118","5146"
"154.113.161.1","elite","AS37282","NG","Mainone Cable Company","129","Mainone Cable Company","5678","socks4","3496","1","2023-12-12T07:30:30.203Z","100","5176","5192"
"103.134.220.49","elite","AS138810","ID","PT GLOBAL MEDIA PRATAMA SOLUSINDO","196","N/A","8080","socks5","264","1","2023-12-12T07:30:30.025Z","66","3334","5080"
"46.227.37.1","elite","AS51155","PL","Telemedian - TB Telecom","40","Telemedian","1088","socks4","5094","1","2023-12-12T07:30:30.215Z","100","5185","5198"
"103.239.165.29","elite","AS131719","ID","Dinas Perhubungan Kominfo Provinsi Sumatera Selatan","187","Dinas Perhubungan Kominfo Provinsi Sumatera Selatan","5678","socks4","4514","1","2023-12-12T07:30:30.114Z","51","2603","5089"
"202.166.192.84","elite","AS17501","NP","WorldLink Communications","191","N/A","5678","socks4","2411","1","2023-12-12T07:30:30.113Z","99","5091","5136"
"181.78.13.94","elite","AS52468","CO","IFX Networks Argentina S.R.L","191","UFINET COLOMBIA, S. A","5678","socks4","3790","81","2023-12-12T07:30:26.730Z","99","5194","5230"
"103.60.187.129","elite","AS135729","IN","Digital Telco Network India Pvt. Ltd.","178","Digital Telco Network India Pvt. Ltd.","52195","socks4","189","1","2023-12-12T07:30:26.812Z","99","5173","5199"
"110.34.166.178","elite","AS45652","SG","Krypt Technologies","332","Vpls Sin1","4153","socks4","415","1","2023-12-12T07:30:26.810Z","99","5120","5196"
"222.217.74.162","elite","AS4134","CN","Chinanet","296","Chinanet GX","1111","socks5","2695","1","2023-12-12T07:30:26.726Z","83","4287","5180"
"145.239.199.241","elite","AS16276","FR","OVH SAS","7","OVH","80","socks4","292","1","2023-12-12T07:30:23.509Z","100","5194","5194"
"109.75.47.204","elite","AS44395","AM","Ucom Cjsc","71","N/A","4153","socks4","1306","2","2023-12-12T07:30:23.614Z","94","4838","5138"
"95.216.228.240","elite","AS24940","FI","Hetzner Online GmbH","87","HETZNER-DC","14807","socks5","3803","1","2023-12-12T07:30:23.612Z","47","2402","5089"
"177.12.177.69","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","193","Linkli Telecomunicacoes Ltda","4153","socks4","4791","1","2023-12-12T07:30:23.425Z","100","5133","5140"
"45.8.107.142","elite","AS209242","DE","Cloudflare London, LLC","82","Araxio Development N.V","80","socks4","3608","1","2023-12-12T07:30:23.421Z","100","5172","5172"
"186.226.145.228","elite","AS28343","BR","UNIFIQUE TELECOMUNICACOES S/A","202","UNIFIQUE TELECOMUNICACOES S/A","4145","socks4","5096","2","2023-12-12T07:30:20.225Z","100","5223","5241"
"1.10.238.200","elite","AS23969","TH","TOT Public Company Limited","199","TOT Public Company Limited","4145","socks4","5012","1","2023-12-12T07:30:20.119Z","42","2126","5122"
"104.17.132.79","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5109","1","2023-12-12T07:30:20.121Z","100","5056","5056"
"183.88.78.114","elite","AS45629","TH","Triple T Broadband Public Company Limited","198","Triple T Broadband Public Company Limited","8080","socks5","2890","1","2023-12-12T07:30:20.117Z","93","4749","5089"
"91.245.227.59","elite","AS48347","RU","JSC Mediasoft ekspert","99","MT FINANCE LLC","1080","socks4","4201","1","2023-12-12T07:30:20.310Z","96","4910","5112"
"187.85.154.1","elite","AS53062","BR","Ggnet Telecom Backbone","211","Ggnet Telecom Backbone","5678","socks4","5017","1","2023-12-12T07:30:19.612Z","99","5130","5199"
"66.76.140.239","elite","AS19108","US","Suddenlink Communications","190","Suddenlink Communications","39593","socks4","194","1","2023-12-12T07:30:19.611Z","14","708","5220"
"172.98.169.213","elite","AS60558","NL","PHOENIX NAP, LLC.","87","BraveWay LLC","45395","socks4","5393","1","2023-12-12T07:30:19.609Z","100","5107","5112"
"45.70.206.42","elite","AS267586","BR","Rafael Pierre Barbosa - Me","201","Rafael Pierre Barbosa - Me","4145","socks4","4897","1","2023-12-12T07:30:19.609Z","100","5083","5104"
"45.251.231.113","elite","AS59362","BD","KS Network","185","Nazmul Karim Bhuiyan","5678","socks4","508","1","2023-12-12T07:30:19.607Z","99","5132","5192"
"103.120.135.229","elite","AS38235","KH","Angkor Data Communication","180","N/A","33427","socks5","4897","1","2023-12-12T07:30:19.610Z","98","4980","5058"
"172.67.25.204","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","2102","1","2023-12-12T07:30:16.825Z","100","5140","5142"
"103.79.96.205","elite","AS64308","ID","PT IndoDev Niaga Internet","195","PT IndoDev Niaga Internet","4153","socks4","3807","1","2023-12-12T07:30:16.824Z","100","5122","5135"
"168.227.158.85","elite","AS52898","BR","Multipla Servi?os Inteligentes","206","Multipla Serviços Inteligentes","4145","socks4","2999","1","2023-12-12T07:30:16.828Z","99","5127","5171"
"180.94.64.58","elite","AS55330","AF","Cafe-AFGHANTELECOM","182","N/A","5678","socks4","5493","1","2023-12-12T07:30:16.821Z","99","5085","5134"
"146.59.155.82","elite","AS16276","FR","OVH SAS","6","OVH","16276","socks5","4907","1","2023-12-12T07:30:16.923Z","100","5112","5112"
"190.90.100.233","elite","AS262589","CO","InterNexa Global Network","196","Jasz Comunicaciones Tecnologicas E Interactivas E.U","5678","socks4","4290","1","2023-12-12T07:30:13.819Z","92","4650","5076"
"139.59.186.196","elite","AS14061","GB","DIGITALOCEAN","15","DigitalOcean, LLC","7497","socks5","1104","2","2023-12-12T07:30:10.916Z","87","4520","5168"
"1.2.214.8","elite","AS23969","TH","TOT Public Company Limited","155","TOT Public Company Limited","4145","socks4","4905","1","2023-12-12T07:30:10.816Z","68","3559","5213"
"147.182.228.141","elite","AS14061","US","DigitalOcean, LLC","191","DigitalOcean, LLC","12345","socks5","687","1","2023-12-12T07:30:10.815Z","95","4914","5165"
"91.203.25.28","elite","AS44827","UA","Bravoport","98","Bravoport Ltd","4153","socks4","5001","91","2023-12-12T07:30:10.725Z","81","4193","5167"
"118.99.103.114","elite","AS17451","ID","Biznet Metronet","172","N/A","32491","socks4","1395","91","2023-12-12T07:30:10.809Z","89","4596","5188"
"185.171.54.35","elite","AS44285","IR","Shahrad","107","N/A","4153","socks4","429","1","2023-12-12T07:30:10.723Z","96","4964","5156"
"36.90.63.55","elite","AS7713","ID","PT. Telekomunikasi Indonesia","195","Telekomunikasi Indonesia","4145","socks4","4211","2","2023-12-12T07:30:10.811Z","81","4193","5189"
"103.70.159.128","elite","AS133720","IN","speednet","110","N/A","5678","socks4","711","1","2023-12-12T07:30:10.817Z","99","5119","5166"
"103.235.66.198","elite","AS63490","ID","PT Artha Media Lintas Nusa","185","N/A","5678","socks4","507","1","2023-12-12T07:30:08.806Z","98","5080","5160"
"103.47.93.223","elite","AS134058","IN","Broban Internet Services Pvt.ltd","191","Broban  PVT Ltd.","1080","socks4","5098","1","2023-12-12T07:30:08.803Z","99","5127","5170"
"80.130.232.116","elite","AS3320","DE","Deutsche Telekom AG","39","Deutsche Telekom AG","1080","socks4","5011","1","2023-12-12T07:30:08.803Z","26","1312","5073"
"91.225.170.25","elite","AS56401","UA","PC \"MIRTELEKOM\"","59","MirtelecomRoute","4153","socks4","5091","1","2023-12-12T07:30:07.824Z","95","4965","5237"
"110.136.161.167","elite","AS7713","ID","Telekomunikasi Indonesia","194","N/A","8080","socks4","4996","1","2023-12-12T07:30:07.720Z","78","4005","5111"
"177.128.18.27","elite","AS262362","BR","B. D. MATOS & CIA LTDA - SINET INTERNET","284","B. D. MATOS & CIA LTDA - SINET INTERNET","5678","socks4","5203","1","2023-12-12T07:30:07.724Z","26","1369","5219"
"95.179.232.45","elite","AS20473","GB","The Constant Company, LLC","9","Vultr Holdings LLC London","15737","socks5","5006","1","2023-12-12T07:30:07.725Z","89","4515","5088"
"138.68.170.243","elite","AS14061","GB","DigitalOcean, LLC","16","DigitalOcean, LLC","3128","socks4","2893","1","2023-12-12T07:30:03.514Z","81","4222","5183"
"185.244.30.43","elite","AS208476","BY","Freedom for Belarus","31","The PRIVACYFIRST Project","24301","socks4","5092","1","2023-12-12T07:30:03.317Z","99","5189","5218"
"5.189.133.192","elite","AS51167","DE","Contabo GmbH","21","Contabo GmbH","50893","socks5","3398","1","2023-12-12T07:30:03.518Z","100","5136","5139"
"103.116.118.10","elite","AS137884","BD","Gazipur Network System","208","N/A","4145","socks4","3106","1","2023-12-12T07:30:03.319Z","96","4981","5184"
"172.67.181.197","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3882","1","2023-12-12T07:30:03.323Z","100","5176","5177"
"103.117.109.5","elite","AS137935","BD","I Link Internet Service (I.T)","199","I Link Internet Service (I.T)","4153","socks4","5187","1","2023-12-12T07:30:03.324Z","42","2159","5149"
"47.101.202.178","elite","AS37963","CN","Addresses CNNIC","194","Aliyun Computing Co., LTD","7891","socks4","2899","1","2023-12-12T07:30:03.326Z","84","4310","5128"
"123.59.100.247","elite","AS23724","CN","CloudVsp.Inc","198","N/A","1080","socks4","4897","1","2023-12-12T07:30:03.516Z","82","4279","5191"
"197.251.236.227","elite","AS29614","GH","Vodafone Ghana AS International Transit","132","ADSL FBB static IP","5678","socks4","5093","1","2023-12-12T07:30:00.016Z","99","5097","5126"
"176.9.119.252","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","30172","socks4","5104","1","2023-12-12T07:30:00.113Z","31","1583","5168"
"1.1.1.18","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks5","1207","1","2023-12-12T07:30:00.010Z","100","5205","5205"
"110.77.184.124","elite","AS131090","TH","CAT-BB","194","N/A","4145","socks4","914","82","2023-12-12T07:29:59.926Z","87","4483","5124"
"187.210.136.88","elite","AS8151","MX","Uninet S.A. de C.V.","200","UNINET","4153","socks4","442","1","2023-12-12T07:29:59.927Z","100","5119","5138"
"104.21.218.103","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3986","80","2023-12-12T07:29:57.100Z","100","5056","5056"
"187.86.129.132","elite","AS53066","BR","VETORIALNET INF. E SERVIÔOS DE INTERNET LTDA","214","VETORIALNET INF. E SERVIÇOS DE INTERNET LTDA","63253","socks4","1000","1","2023-12-12T07:29:57.013Z","99","5129","5156"
"103.79.96.189","elite","AS64308","ID","PT IndoDev Niaga Internet","188","PT IndoDev Niaga Internet","4153","socks4","250","1","2023-12-12T07:29:57.014Z","100","5189","5202"
"149.20.253.40","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4494","81","2023-12-12T07:29:57.112Z","100","5085","5095"
"178.72.192.37","elite","AS41046","CZ","Nej.cz s.r.o.","81","Nejcz Internethome","5678","socks4","2802","1","2023-12-12T07:29:57.111Z","98","5016","5131"
"43.157.8.159","elite","AS132203","DE","Aceville Pte.ltd","97","N/A","443","socks4","4292","1","2023-12-12T07:29:57.019Z","22","1126","5163"
"212.233.164.245","elite","AS29582","BG","internet pools","100","N/A","1080","socks4","5096","1","2023-12-12T07:29:57.017Z","74","3877","5234"
"110.77.236.235","elite","AS131090","TH","CAT Telecom Public Company Limited","197","CAT BBviaOnnet","4153","socks4","4800","1","2023-12-12T07:29:57.098Z","82","4302","5235"
"165.227.112.138","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","1080","socks4","4388","1","2023-12-12T07:29:57.100Z","71","3619","5105"
"159.203.114.105","elite","AS14061","US","DigitalOcean, LLC","87","Digital Ocean","18931","socks4","5515","1","2023-12-12T07:29:56.919Z","97","4867","5034"
"185.118.129.44","elite","AS12952","IQ","Knowledge Path Information Technology ISP","82","N/A","8080","socks4","4006","1","2023-12-12T07:29:56.918Z","60","3081","5138"
"186.251.255.141","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","213","Seanet Telecom Carazinho Eireli","31337","socks4","4402","1","2023-12-12T07:29:56.911Z","100","5239","5262"
"202.129.52.171","elite","AS9931","TH","CAT Telecom Public Company Limited","194","CAT Northeast","4153","socks4","1916","1","2023-12-12T07:29:56.916Z","33","1666","5106"
"181.143.204.98","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","188","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","4104","1","2023-12-12T07:29:56.823Z","98","5131","5212"
"36.90.172.55","elite","AS7713","ID","PT. Telekomunikasi Indonesia","199","Telekomunikasi Indonesia","4145","socks4","1008","1","2023-12-12T07:29:56.915Z","61","3138","5173"
"103.135.248.43","elite","AS906","HK","DMIT Cloud Services","163","N/A","18880","socks5","4007","1","2023-12-12T07:29:56.909Z","64","3277","5099"
"101.51.83.64","elite","AS23969","TH","TOT Public Company Limited","190","TOT Public Company Limited","4145","socks4","4989","1","2023-12-12T07:29:53.815Z","49","2491","5076"
"178.32.116.232","elite","AS16276","FR","OVH SAS","5","OVH ISP","57123","socks5","4703","1","2023-12-12T07:29:53.914Z","100","5143","5143"
"165.165.159.25","elite","AS5713","ZA","Telkom SA Ltd.","286","Telkom SA Limited","1888","socks4","4704","1","2023-12-12T07:29:53.816Z","98","5077","5176"
"203.24.109.130","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks5","4192","1","2023-12-12T07:29:53.820Z","100","5120","5120"
"41.242.90.3","elite","AS37612","GN","1st RO","107","N/A","57520","socks4","229","1","2023-12-12T07:29:50.513Z","98","5079","5184"
"104.200.20.136","elite","AS63949","US","Akamai Technologies, Inc.","179","Linode","35434","socks5","4296","1","2023-12-12T07:29:50.615Z","100","5038","5043"
"150.158.135.201","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","210","Tencent Cloud Computing (Beijing) Co., Ltd","24289","socks5","3296","1","2023-12-12T07:29:50.511Z","77","3991","5155"
"177.131.29.214","elite","AS262378","BR","Compuservice Empreendimentos Ltda","193","Compuservice Empreendimentos Ltda","4153","socks4","4787","1","2023-12-12T07:29:47.229Z","99","5024","5082"
"202.92.5.126","elite","AS135905","VN","INET","289","iNET Media Company Limited","44879","socks5","1599","1","2023-12-12T07:29:47.321Z","99","5127","5189"
"123.131.44.66","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","193","N/A","8088","socks4","4997","1","2023-12-12T07:29:47.323Z","75","3858","5148"
"103.12.246.109","elite","AS134941","IN","Instant Cable Network PVT LTD","181","Instant Cable Network PVT LTD","4145","socks4","4311","1","2023-12-12T07:29:47.322Z","99","5173","5207"
"31.129.84.15","elite","AS51069","UA","Dnepronet Ltd.","50","Dnepronet Ltd","5678","socks4","4682","1","2023-12-12T07:29:47.315Z","94","4836","5126"
"139.60.183.10","elite","AS14979","PR","Aeronet Wireless","190","Aeronet Wireless","4153","socks4","2896","1","2023-12-12T07:29:47.415Z","98","4990","5100"
"173.212.234.67","elite","AS51167","DE","Contabo GmbH","91","Contabo GmbH","51924","socks5","3995","1","2023-12-12T07:29:47.231Z","93","4826","5171"
"182.253.109.182","elite","AS17451","ID","Biznet Metronet","197","N/A","8080","socks4","5195","3","2023-12-12T07:29:46.711Z","97","4925","5095"
"41.215.33.186","elite","AS15808","KE","ACCESSKENYA","206","N/A","4145","socks4","1608","1","2023-12-12T07:29:46.710Z","33","1716","5165"
"188.138.139.216","elite","AS31252","MD","SC STARNET SRL","45","SC Starnet SRL","4145","socks4","4887","1","2023-12-12T07:29:46.704Z","100","5220","5241"
"167.71.208.252","elite","AS14061","SG","DigitalOcean, LLC","185","DigitalOcean, LLC","8080","socks4","4603","1","2023-12-12T07:29:46.708Z","77","3977","5147"
"103.69.20.38","elite","AS135724","IN","Allnet Broadband Network PVT LTD","142","Allnet Broadband Network Pvt Ltd","4145","socks4","4701","1","2023-12-12T07:29:46.710Z","100","5060","5068"
"117.54.201.90","elite","AS9340","ID","PT IndoInternet","196","N/A","5678","socks4","5096","1","2023-12-12T07:29:46.706Z","99","5123","5184"
"43.153.174.16","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","292","Tencent Cloud Computing","80","socks5","126","1","2023-12-12T07:29:43.909Z","97","4955","5126"
"91.121.106.55","elite","AS16276","FR","OVH SAS","5","OVH ISP","4444","http","426","3499","2023-12-12T07:29:40.614Z","100","1","1"
"104.16.107.206","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4508","1","2023-12-12T07:29:40.612Z","100","5235","5237"
"2.81.216.239","elite","AS3243","PT","PT Comunicacoes S.A","84","PT Comunicacoes S.A.","4153","socks4","5004","1","2023-12-12T07:29:40.519Z","100","5189","5203"
"50.234.24.129","elite","AS7922","US","Comcast Cable Communications, LLC","105","Comcast Cable Communications, LLC","32100","socks4","4403","1","2023-12-12T07:29:40.520Z","100","5102","5102"
"27.72.145.184","elite","AS7552","VN","Newass2011xDSLHN","391","N/A","5678","socks4","3403","3","2023-12-12T07:29:40.523Z","99","5153","5190"
"203.34.28.166","elite","AS209242","VG","Cloudflare London, LLC","12","Anaga Consulting Limited","80","socks4","5090","1","2023-12-12T07:29:40.522Z","100","5082","5083"
"144.76.163.25","elite","AS24940","DE","Hetzner Online GmbH","17","Hetzner","34231","socks4","3497","82","2023-12-12T07:29:40.518Z","100","5158","5161"
"104.19.171.188","elite","AS13335","CA","Cloudflare, Inc.","6","Cloudflare, Inc.","80","socks5","2096","1","2023-12-12T07:29:40.525Z","100","5094","5094"
"190.121.21.211","elite","AS14117","CL","Telefonica del Sur S.A.","285","Telefonica del Sur S.A","51963","socks4","1892","1","2023-12-12T07:29:40.613Z","98","5143","5224"
"36.94.35.245","elite","AS7713","ID","PT. Telekomunikasi Indonesia","204","Telekomunikasi Indonesia","5678","socks5","3501","1","2023-12-12T07:29:40.516Z","98","5037","5130"
"93.40.5.232","elite","AS12874","IT","Fastweb SpA","90","FASTWEB VULA Statico","5678","socks4","427","1","2023-12-12T07:29:40.628Z","100","5114","5135"
"161.35.188.95","elite","AS14061","US","DigitalOcean, LLC","79","DigitalOcean, LLC","3128","socks4","138","1","2023-12-12T07:29:37.312Z","100","5097","5111"
"43.153.90.161","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks4","4399","1","2023-12-12T07:29:37.313Z","86","4380","5115"
"200.81.144.1","elite","AS270934","BR","Silva de Sá Informática LTDA","211","Silva de Sá Informática LTDA","1080","socks4","1318","1","2023-12-12T07:29:37.227Z","100","5179","5192"
"83.168.84.130","elite","AS35179","PL","ESPOL-FH","66","N/A","4153","socks4","4302","1","2023-12-12T07:29:35.101Z","43","2183","5136"
"195.239.7.182","elite","AS3216","RU","PJSC \"Vimpelcom\"","76","SoVaMTeLePoRT P2P","29895","socks5","2794","1","2023-12-12T07:29:34.014Z","44","2257","5163"
"93.19.123.228","elite","AS15557","FR","Societe Francaise Du Radiotelephone - SFR SA","8","SFR SA","3128","socks5","3798","1","2023-12-12T07:29:34.906Z","87","4379","5057"
"64.90.50.79","elite","AS26347","US","New Dream Network, LLC","191","New Dream Network, LLC","64862","socks5","3302","1","2023-12-12T07:29:34.017Z","100","5191","5194"
"178.236.118.115","elite","AS51151","ES","Comunicaciones Enersol, S.L.","48","COMENERSOL","5678","socks4","1316","1","2023-12-12T07:29:34.027Z","93","4817","5179"
"109.195.187.178","elite","AS52207","RU","CJSC \"ER-Telecom Holding\" Tula branch","90","JSC \"ER-Telecom Holding\" Tula Branch","9150","socks5","4309","2","2023-12-12T07:29:34.022Z","100","5131","5147"
"109.70.206.42","elite","AS49979","IT","LA Wireless Srl","48","LAwireless","5678","socks4","5514","1","2023-12-12T07:29:34.024Z","99","5095","5161"
"64.90.51.168","elite","AS26347","US","New Dream Network, LLC","200","New Dream Network, LLC","55552","socks4","2205","1","2023-12-12T07:29:34.011Z","100","5074","5077"
"172.104.251.179","elite","AS63949","DE","Akamai Technologies","11","Linode","80","socks4","5012","1","2023-12-12T07:29:34.904Z","96","4963","5168"
"136.243.174.243","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","1080","socks4","4907","1","2023-12-12T07:29:34.025Z","100","11786","11790"
"116.26.10.19","elite","AS4134","CN","Chinanet","290","Chinanet GD","7891","socks4","4693","85","2023-12-12T07:29:34.904Z","49","2573","5201"
"197.211.24.206","elite","AS15399","KE","Wananchi Group (K) LTD","196","Slot Game LTD","5678","socks4","3314","1","2023-12-12T07:29:33.925Z","97","5001","5139"
"157.185.165.110","elite","AS54994","CA","Meteverse Limited.","97","Meteverse Limited","26589","socks5","5108","1","2023-12-12T07:29:30.527Z","100","5083","5085"
"222.129.35.173","elite","AS4808","CN","China Unicom Beijing Province Network","166","N/A","57114","socks4","4005","1","2023-12-12T07:29:30.715Z","81","4166","5162"
"172.67.3.98","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4897","1","2023-12-12T07:29:30.616Z","100","5139","5140"
"192.141.236.3","elite","AS267483","BR","MSE Serviço de Com. Multimídia EIRELI","198","MSE Serviço de Com. Multimídia EIRELI","5678","socks5","5105","1","2023-12-12T07:29:30.614Z","99","5045","5107"
